City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,houlton,46.1262,-67.8403,293.49,77,100,1.54,US,1694714158
282,eureka,40.8021,-124.1637,295.81,76,0,0.89,US,1694714158
283,prince rupert,54.3161,-130.3201,287.2,71,100,10.29,CA,1694714158
284,san rafael del yuma,18.4299,-68.6739,305.26,63,77,5.23,DO,1694714158
285,okhotsk,59.3833,143.3,278.85,71,8,3.23,RU,1694714158
286,fuglafjordur,62.244,-6.814,282.41,93,100,17.24,FO,1694714158
287,auki,-8.7676,160.7034,297.1,90,98,2.39,SB,1694713581
288,sitangkai,4.6628,119.3928,301.43,75,91,5.43,PH,1694714159
289,nema,57.5067,50.5011,286.17,69,83,1.8,RU,1694714159
290,mil'kovo,55.6078,37.7956,288.74,58,48,3.09,RU,1694714159
291,anadyr,64.75,177.4833,275.43,100,40,1.0,RU,1694714159
292,jiayuguan,39.8167,98.3,290.29,31,4,2.27,CN,1694714159
293,xinzhou,38.4092,112.7333,289.11,84,2,0.42,CN,1694714159
294,hasaki,35.7333,140.8333,298.31,91,80,4.09,JP,1694714159
295,kanazawa,36.5944,136.6256,298.31,93,99,1.22,JP,1694714159
296,alofi,-19.0595,-169.9187,291.09,94,41,1.03,NU,1694713574
297,chacabuco,-34.6417,-60.4739,293.61,33,91,6.45,AR,1694714160
298,usinsk,65.9939,57.5281,285.69,75,61,5.86,RU,1694714160
299,saint-pierre,-21.3393,55.4781,294.97,68,0,3.09,RE,1694714160
300,dapa,9.7594,126.0531,300.39,83,87,3.57,PH,1694714160
301,acarau,-2.8856,-40.12,303.96,57,20,8.9,BR,1694714160
302,horodnye,45.8908,28.8483,294.56,60,43,7.09,UA,1694714160
303,lashio,22.9333,97.75,292.88,99,74,0.31,MM,1694714161
304,kasimov,54.9411,41.3953,288.47,59,70,1.91,RU,1694714161
305,lhokseumawe,5.1801,97.1507,299.26,84,84,0.91,ID,1694714161
306,kirakira,-10.4544,161.9205,296.99,88,93,1.69,SB,1694714161
307,yatou,37.15,122.3833,292.82,88,50,2.15,CN,1694714161
308,turan,16.0678,108.2208,300.14,89,75,0.0,VN,1694714161
309,port saint john's,-31.6229,29.5448,291.81,81,72,3.77,ZA,1694714162
310,kununurra,-15.7667,128.7333,290.14,82,40,0.0,AU,1694714162
311,todabhim,26.9167,76.8167,302.93,69,99,2.13,IN,1694714162
312,san antonio de pale,-1.4014,5.6325,297.37,80,48,4.2,GQ,1694714162
313,jiangyou,31.7667,104.7167,295.16,82,68,1.52,CN,1694714162
314,port moresby,-9.4431,147.1797,295.83,83,75,7.72,PG,1694714162
315,kingston,17.997,-76.7936,305.68,62,20,4.12,JM,1694714102
316,kijang,35.2442,129.2139,296.0,93,100,4.18,KR,1694714163
317,opuwo,-18.0607,13.84,299.38,12,0,2.52,NA,1694714163
318,pisco,-13.7,-76.2167,294.18,68,100,4.63,PE,1694713584
319,bageshwar,29.85,79.7667,295.01,94,100,1.04,IN,1694714163
320,isheyevka,54.4167,48.2667,287.88,59,54,1.9,RU,1694714163
321,savanna-la-mar,18.219,-78.1332,305.12,64,34,2.06,JM,1694714163
322,brookings,44.3114,-96.7984,300.07,53,0,9.77,US,1694714108
323,ceylanpinar,36.8472,40.05,300.68,14,0,3.87,TR,1694714164
324,toguchin,55.2353,84.3858,284.08,89,45,1.69,RU,1694714164
325,zaozersk,69.4005,32.4476,277.99,83,79,2.04,RU,1694714164
326,pandan,14.0453,124.1694,299.46,86,93,2.24,PH,1694714164
327,eydhafushi,5.1033,73.0708,301.48,75,100,4.17,MV,1694713566
328,kayenta,36.7278,-110.2546,294.47,40,59,1.67,US,1694714165
329,alice town,25.7167,-79.3,302.0,68,4,2.92,BS,1694714165
330,mitu,1.1983,-70.1733,307.97,42,100,1.69,CO,1694714165
331,peniche,39.3558,-9.3811,297.64,86,69,5.02,PT,1694714165
332,cluain meala,52.355,-7.7039,287.82,98,100,1.33,IE,1694714165
333,umluj,25.0213,37.2685,303.71,55,4,4.81,SA,1694714165
334,katsuren-haebaru,26.3369,127.8719,301.36,83,20,2.06,JP,1694714165
335,lao cai,22.4833,103.95,297.21,99,98,0.2,VN,1694714166
336,petrolina,-9.3986,-40.5008,305.18,33,0,4.63,BR,1694714032
337,tralee,52.2704,-9.7026,286.29,94,75,1.03,IE,1694714166
338,mejit,10.2753,170.8646,301.49,76,71,6.62,MH,1694714166
339,nurota,40.5614,65.6886,291.38,27,0,5.61,UZ,1694714166
340,baker city,44.7749,-117.8344,294.62,54,0,2.57,US,1694714166
341,port elizabeth,-33.918,25.5701,288.31,72,0,2.06,ZA,1694714166
342,tobruk,32.0836,23.9764,298.59,65,0,6.76,LY,1694714167
343,masuguru,-11.3667,38.4167,301.27,40,10,4.4,TZ,1694714167
344,orange,33.7,-117.7675,299.0,70,75,3.6,US,1694714167
345,anamosa,42.1083,-91.2852,297.75,46,2,3.43,US,1694714167
346,ulan bator,47.9077,106.8832,283.22,87,75,3.0,MN,1694714167
347,panino,51.6467,40.1346,285.5,61,87,2.64,RU,1694714167
348,tilcara,-23.5776,-65.3509,288.89,13,0,1.88,AR,1694714168
349,siatista,40.2619,21.5442,290.03,48,72,1.55,GR,1694714168
350,carutapera,-1.195,-46.02,302.9,66,31,3.75,BR,1694714168
351,ljusdal,61.8288,16.0913,280.04,65,80,1.45,SE,1694714168
352,santa elena de uairen,4.6167,-61.1333,303.44,34,25,4.53,VE,1694714168
353,amga,60.8953,131.9608,277.09,94,100,1.34,RU,1694714168
354,howard springs,-12.497,131.047,297.1,83,87,6.26,AU,1694713578
355,richards bay,-28.783,32.0377,293.72,73,0,4.12,ZA,1694713575
356,heroica guaymas,27.9333,-110.9,307.29,44,0,3.32,MX,1694714169
357,argo,37.6333,22.7333,295.81,54,58,0.51,GR,1694714169
358,fort mcmurray,56.7268,-111.381,286.92,76,100,4.12,CA,1694714169
359,santiago del torno,-17.9833,-63.3833,298.25,26,80,2.71,BO,1694714169
360,hajin,34.6927,40.827,303.29,13,0,3.75,SY,1694714169
361,ar raqqah,35.95,39.0167,301.11,14,0,3.83,SY,1694714169
362,valparaiso,-33.0393,-71.6273,298.28,35,0,7.72,CL,1694713883
363,nguigmi,14.2495,13.1092,302.56,61,95,6.4,NE,1694714170
364,morehead city,34.7229,-76.726,302.18,70,20,7.2,US,1694714170
365,kapa'a,22.0752,-159.319,297.33,87,40,6.69,US,1694714170
366,extrema,-22.8547,-46.3183,291.71,88,93,3.46,BR,1694714170
367,mayya,61.7333,130.2811,272.77,91,100,1.96,RU,1694714170
368,coquimbo,-29.9533,-71.3436,293.0,45,0,5.66,CL,1694714170
369,port alfred,-33.5906,26.891,288.37,67,29,0.54,ZA,1694714170
370,masterton,-40.9597,175.6575,284.75,77,40,5.2,NZ,1694714171
371,ambasa,23.9172,91.8472,296.96,98,99,1.25,IN,1694714171
372,ilheus,-14.7889,-39.0494,300.05,83,0,3.09,BR,1694713984
373,ko pha ngan,9.7578,100.0291,297.64,77,100,7.22,TH,1694714171
374,sosnovo-ozerskoye,52.5249,111.5418,279.42,78,99,3.22,RU,1694714171
375,nsanje,-16.92,35.262,297.45,64,74,3.04,MW,1694714171
376,thinadhoo,0.5333,72.9333,301.5,79,100,6.36,MV,1694714172
377,perry,37.2506,-83.1999,298.25,37,66,2.9,US,1694714172
378,bathsheba,13.2167,-59.5167,305.49,66,20,4.12,BB,1694714172
379,vorgashor,67.5833,63.95,282.67,89,100,2.55,RU,1694714172
380,xingcheng,40.6167,120.7167,292.95,79,0,4.36,CN,1694714172
381,arraial do cabo,-22.9661,-42.0278,301.13,57,40,4.12,BR,1694714172
382,vorkuta,67.5,64.0,283.09,88,100,2.71,RU,1694714172
383,guamal,9.1433,-74.2238,309.1,47,71,1.96,CO,1694713900
384,abepura,-2.6333,140.5833,297.6,94,40,2.06,ID,1694714173
385,walvis bay,-22.9575,14.5053,290.68,63,8,4.63,NA,1694713994
386,safaga,26.7292,33.9365,303.03,49,0,3.82,EG,1694714173
387,balakirevo,56.5059,38.8432,288.43,53,49,2.64,RU,1694714173
388,kalevala,65.2,31.1667,281.95,90,59,3.43,RU,1694714173
389,hun,29.1268,15.9477,300.9,17,0,3.7,LY,1694714173
390,kulu,39.0951,33.0799,292.59,29,0,3.02,TR,1694714174
391,mul,20.0667,79.6667,297.07,98,100,3.11,IN,1694714174
392,beira,-19.8436,34.8389,294.46,77,0,3.57,MZ,1694714174
393,harstad,68.799,16.5293,279.81,86,98,4.02,NO,1694714174
394,fort st. john,56.2499,-120.8529,286.09,41,75,5.66,CA,1694714174
395,tamiahua,21.2667,-97.45,305.66,58,1,4.06,MX,1694714174
396,klyuchi,52.2667,79.1667,284.0,86,60,3.11,RU,1694714175
397,lamu,-2.2717,40.902,298.27,85,8,7.09,KE,1694714175
398,bousso,10.4795,16.7117,297.56,84,86,2.37,TD,1694714175
399,al burayqah,30.4062,19.5739,298.7,66,0,7.74,LY,1694713591
400,manggar,-2.8833,108.2667,300.54,74,59,6.86,ID,1694714175
401,basco,20.4487,121.9702,301.16,77,99,2.23,PH,1694714175
402,mao,39.8885,4.2658,298.46,73,20,3.6,ES,1694714176
403,melekeok village,7.4957,134.6367,299.46,89,100,3.6,PW,1694714176
404,lata,40.1629,-8.3327,297.49,63,64,0.87,PT,1694714176
405,road town,18.4167,-64.6167,305.17,66,20,4.12,VG,1694714176
406,ust'-ordynskiy,52.805,104.7508,281.97,69,100,1.97,RU,1694714176
407,nova sintra,14.8667,-24.7167,297.62,81,36,5.73,CV,1694714176
408,kaoma,-14.7833,24.8,295.72,32,0,3.11,ZM,1694714176
409,mangrol,21.1167,70.1167,300.16,87,35,4.65,IN,1694714085
410,gadzhiyevo,69.2551,33.3362,279.22,79,54,2.21,RU,1694714177
411,atafu village,-8.5421,-172.5159,301.34,73,13,3.89,TK,1694714177
412,port douglas,-16.4833,145.4667,295.24,64,62,8.03,AU,1694713595
413,el abiodh sidi cheikh,32.893,0.5484,300.37,29,100,4.45,DZ,1694714177
414,oamaru,-45.0784,170.9801,281.69,61,78,0.45,NZ,1694714177
415,broome,42.2506,-75.833,292.43,70,100,3.6,US,1694714177
416,hiranagar,32.45,75.2667,301.72,72,7,1.75,IN,1694714178
417,palmas,-10.2128,-48.3603,310.08,25,0,4.12,BR,1694714178
418,gantang,26.92,119.6333,297.63,94,94,0.99,CN,1694714178
419,sao joao da barra,-21.6403,-41.0511,305.2,72,14,6.82,BR,1694714178
420,lieksa,63.3167,30.0167,282.48,79,31,1.57,FI,1694714178
421,ambalangoda,6.2355,80.0538,299.05,87,84,2.82,LK,1694714178
422,norilsk,69.3535,88.2027,284.5,95,100,9.75,RU,1694714178
423,lompoc,34.6391,-120.4579,292.23,100,100,0.0,US,1694714179
424,medina,24.4686,39.6142,313.39,7,20,4.63,SA,1694713937
425,lihue,21.9789,-159.3672,296.92,90,40,6.69,US,1694714179
426,svetlyy,54.675,20.1347,288.69,75,23,3.92,RU,1694714179
427,greenville,35.6127,-77.3663,301.55,64,40,4.63,US,1694714173
428,kletskaya,49.3145,43.0584,286.32,61,91,2.5,RU,1694714179
429,zabid,14.1951,43.3152,306.35,59,97,1.9,YE,1694714180
430,walker,30.7335,-95.5669,300.2,78,75,3.09,US,1694714180
431,berezovyy,51.6667,135.7,279.38,92,1,2.31,RU,1694714180
432,ad dawadimi,24.5077,44.3924,306.79,11,38,4.89,SA,1694713595
433,olavarria,-36.8927,-60.3225,290.17,45,100,7.96,AR,1694714180
434,fort dodge,42.4975,-94.168,299.22,38,100,3.6,US,1694714082
435,mossel bay,-34.1831,22.146,287.11,76,56,1.41,ZA,1694714180
436,galveston,29.3669,-94.9669,302.67,90,75,3.09,US,1694714110
437,tucurui,-3.7661,-49.6725,308.37,34,37,1.37,BR,1694714181
438,es castell,39.8795,4.2854,298.53,73,20,3.6,ES,1694714181
439,ar ruways,24.1103,52.7306,305.14,77,0,4.24,AE,1694714181
440,tejen,37.3834,60.5054,296.73,24,0,4.19,TM,1694714181
441,sychevka,55.8252,34.2736,285.86,77,72,3.72,RU,1694714181
442,tual,-5.6667,132.75,298.16,88,99,10.07,ID,1694714181
443,savaneta,12.45,-69.9333,308.09,52,20,8.75,AW,1694714182
444,roma,43.2128,-75.4557,293.36,62,75,4.63,US,1694714182
445,mandal,25.45,74.5667,298.41,79,96,2.32,IN,1694714182
446,myitkyina,25.3833,97.4,297.14,95,3,0.16,MM,1694714182
447,kruisfontein,-34.0033,24.7314,285.86,78,48,0.97,ZA,1694714182
448,imbituba,-28.24,-48.6703,295.85,56,85,8.57,BR,1694714182
449,chibougamau,49.9168,-74.3659,283.94,87,100,4.63,CA,1694714182
450,huoqiu chengguanzhen,32.3547,116.2939,294.64,89,30,1.99,CN,1694714183
451,alghero,40.5589,8.3181,298.2,65,0,2.57,IT,1694714183
452,chimore,-16.9833,-65.1333,294.45,49,100,1.07,BO,1694714183
453,hammerfest,70.6634,23.6821,279.4,81,40,4.63,NO,1694714183
454,santo antonio,-6.3106,-35.4789,302.75,49,79,6.99,BR,1694714183
455,namsos,64.4662,11.4957,285.1,62,100,4.12,NO,1694713913
456,torghay,49.6339,63.4981,289.07,48,83,1.23,KZ,1694714184
457,wellington,-41.2866,174.7756,285.41,85,32,5.66,NZ,1694713903
458,la ronge,55.1001,-105.2842,287.29,67,75,6.17,CA,1694714184
459,bel ombre,-4.6167,55.4167,300.06,83,40,8.23,SC,1694714184
460,manado,1.487,124.8455,298.58,88,20,1.54,ID,1694713985
461,ust'-uda,54.1742,103.0304,281.51,81,21,1.98,RU,1694714184
462,manoc-manoc,11.9416,121.9428,300.21,83,99,3.18,PH,1694714184
463,kankanhalli,12.55,77.4167,295.04,91,100,4.09,IN,1694714185
464,freetown,8.484,-13.2299,299.78,82,100,3.94,SL,1694714185
465,salinas,36.6777,-121.6555,289.73,86,100,1.54,US,1694714042
466,dolores,-36.3132,-57.6792,289.74,49,80,5.88,AR,1694714185
467,jayapura,-2.5333,140.7,297.81,95,100,1.58,ID,1694714185
468,porto novo,6.4965,2.6036,298.45,86,48,3.71,BJ,1694714185
469,tvoroyri,61.5556,-6.8111,282.76,91,100,17.6,FO,1694714185
470,hastings,50.8552,0.5729,293.65,24,70,2.01,GB,1694714092
471,lodja,-3.4833,23.4333,294.06,88,99,0.5,CD,1694714186
472,chengtangcun,35.0771,117.1518,291.47,72,0,1.75,CN,1694714186
473,mirpur sakro,24.5474,67.6277,301.48,68,81,4.89,PK,1694714186
474,howrah,22.5892,88.3103,301.15,89,75,3.09,IN,1694714186
475,dryden,49.7833,-92.7503,285.31,82,100,5.66,CA,1694714187
476,kuta,-8.7233,115.1723,298.15,88,20,4.63,ID,1694714187
477,kokpekty,48.75,82.4,286.55,55,100,1.07,KZ,1694714187
478,san luis de la loma,17.2706,-100.8939,304.45,68,77,2.81,MX,1694714187
479,acapulco de juarez,16.8634,-99.8901,304.25,69,73,2.25,MX,1694713927
480,kyren,51.6828,102.1408,281.75,86,100,0.94,RU,1694714187
481,santa rosa,14.3122,121.1114,301.14,96,99,0.41,PH,1694713568
482,mount pearl,47.5166,-52.7813,292.01,95,100,5.14,CA,1694714187
483,port isabel,26.0734,-97.2086,310.17,56,20,6.69,US,1694714188
484,sterlibashevo,53.4376,55.2578,286.39,76,13,0.86,RU,1694714188
485,la gi,10.6667,107.7833,298.09,89,100,3.27,VN,1694714188
486,gunnedah,-30.9833,150.25,282.62,55,43,0.75,AU,1694714188
487,shagonar,51.5333,92.8,284.32,71,92,1.34,RU,1694714188
488,santa terezinha,-29.9002,-50.0904,285.16,93,98,3.65,BR,1694713590
489,juneau,58.3019,-134.4197,284.38,95,100,12.86,US,1694714044
490,egilsstadir,65.2653,-14.3948,281.1,87,100,2.57,IS,1694714189
491,xinyuan,37.3,99.0,276.76,59,45,0.48,CN,1694714189
492,mana,5.6592,-53.7767,303.55,61,5,5.29,GF,1694714189
493,olinda,-8.0089,-34.8553,301.0,65,40,8.23,BR,1694714189
494,hassi messaoud,31.6804,6.0729,311.07,11,0,2.57,DZ,1694714189
495,nikolayevsk-on-amure,53.1406,140.73,281.35,72,9,1.42,RU,1694714189
496,novogrudok,53.6,25.8333,286.81,89,99,5.64,BY,1694714190
497,labytnangi,66.6572,66.4183,287.16,82,88,3.61,RU,1694714190
498,mar del plata,-38.0023,-57.5575,291.16,39,0,10.8,AR,1694714105
499,sandnessjoen,66.0217,12.6316,283.38,66,0,4.63,NO,1694714190
500,togur,58.3631,82.8265,282.24,79,87,1.69,RU,1694714190
501,antsiranana,-12.2787,49.2917,296.54,80,83,7.31,MG,1694714190
502,kerimaki,61.9167,29.2833,283.12,87,0,2.06,FI,1694714190
503,gaigeturi,33.4644,126.3183,298.18,88,75,1.54,KR,1694714190
504,sinabang,2.4803,96.3801,300.34,82,100,2.41,ID,1694714191
505,byalynichy,53.9983,29.7126,288.21,95,100,1.86,BY,1694714191
506,souillac,-20.5167,57.5167,295.36,83,40,2.06,MU,1694714191
507,imatra,61.1719,28.7524,286.36,89,37,0.89,FI,1694714191
508,banda aceh,5.5577,95.3222,299.1,84,95,2.15,ID,1694714191
509,ribadesella,43.4614,-5.0596,295.34,84,15,4.63,ES,1694714191
510,akrehamn,59.2667,5.1833,288.38,77,40,5.66,NO,1694714192
511,fort bragg,35.139,-79.006,301.94,60,20,4.12,US,1694714081
512,nizhneangarsk,55.7833,109.55,280.71,69,43,3.82,RU,1694714192
513,burang,30.25,81.1667,283.79,82,92,2.22,CN,1694714192
514,aykhal,66.0,111.5,279.66,95,100,3.9,RU,1694714192
515,namtsy,62.7161,129.6658,277.26,85,100,2.08,RU,1694714192
516,zmiyevka,52.6697,36.3739,285.97,54,6,3.33,RU,1694714192
517,pangoa,-12.1167,-73.0,303.79,47,70,2.17,PE,1694714193
518,belmonte,-15.8631,-38.8828,299.95,65,0,4.9,BR,1694714193
519,vilyuysk,63.7553,121.6247,277.47,95,100,2.54,RU,1694714193
520,necochea,-38.5473,-58.7368,289.14,55,100,8.26,AR,1694714193
521,severoural'sk,60.1533,59.952,283.99,81,48,1.3,RU,1694714193
522,batavia,41.85,-88.3126,296.47,51,0,2.06,US,1694714095
523,ginir,7.1333,40.7,290.87,68,97,2.47,ET,1694714193
524,ghat,24.9647,10.1728,306.45,12,0,4.62,LY,1694714194
525,el soberbio,-27.2985,-54.1988,292.21,54,56,2.24,AR,1694714194
526,smithers,54.7804,-127.1743,279.33,81,100,2.57,CA,1694714110
527,tadine,-21.55,167.8833,292.48,84,100,12.85,NC,1694714194
528,awjilah,29.1081,21.2869,300.73,24,0,3.65,LY,1694714194
529,novyy urgal,51.0736,132.5642,277.17,98,80,1.07,RU,1694714194
530,coondapoor,13.6333,74.7,297.78,91,100,0.66,IN,1694714195
531,tafuna,-14.3358,-170.72,300.12,89,75,6.17,AS,1694714195
532,tura,25.5198,90.2201,297.26,93,28,2.82,IN,1694714195
533,tevriz,57.509,72.4042,284.33,81,61,0.41,RU,1694714195
534,santona,43.4439,-3.4576,297.55,81,4,4.12,ES,1694714195
535,mengcheng chengguanzhen,33.2661,116.566,292.68,89,7,2.44,CN,1694714195
536,nar'yan-mar,67.6713,53.087,280.17,91,100,5.16,RU,1694713597
537,tutoia,-2.7619,-42.2744,302.36,66,7,5.92,BR,1694714196
538,miyako,39.6367,141.9525,295.69,95,100,3.44,JP,1694714196
539,vettweiss,50.7333,6.6,291.84,66,40,2.06,DE,1694714196
540,tucuma,-0.1833,-50.05,305.16,54,54,3.2,BR,1694714094
541,harlingen,26.1906,-97.6961,310.1,66,20,6.17,US,1694714196
542,ikwiriri,-7.9562,38.9716,297.17,79,4,3.47,TZ,1694714196
543,labrador city,52.9463,-66.9114,289.1,88,75,5.66,CA,1694714197
544,ad dilam,23.9915,47.1627,311.38,11,34,3.29,SA,1694714197
545,plettenberg bay,-34.0527,23.3716,286.22,67,65,0.78,ZA,1694714093
546,alice springs,-23.7,133.8833,285.9,33,0,0.0,AU,1694714197
547,hugo,45.16,-92.9933,299.26,51,0,5.14,US,1694714103
548,siguiri,11.6667,-9.5,301.59,73,78,1.62,GN,1694714197
549,faya-largeau,17.9257,19.1043,310.65,18,63,4.3,TD,1694714197
550,calvi,42.5,8.8333,294.5,78,75,1.54,FR,1694714197
551,fuerte olimpo,-21.0415,-57.8738,300.55,23,68,1.94,PY,1694714198
552,zermatt,46.0213,7.7491,288.24,88,97,1.24,CH,1694714198
553,mulayjah,27.271,48.4242,308.74,14,0,4.76,SA,1694714198
554,riberalta,-10.9833,-66.1,299.26,78,75,4.12,BO,1694714198
555,saint-philippe,-21.3585,55.7679,294.92,77,29,3.77,RE,1694714198
556,urumqi,43.801,87.6005,289.68,68,0,3.0,CN,1694714198
557,barra do garcas,-15.89,-52.2567,302.47,51,0,0.0,BR,1694714166
558,colachel,8.1667,77.25,298.3,89,100,3.66,IN,1694714199
559,kiunga,-6.1219,141.2906,295.25,94,96,1.99,PG,1694714199
560,mount isa,-20.7333,139.5,285.02,50,3,1.03,AU,1694713970
561,big rapids,43.6981,-85.4837,292.77,54,75,2.06,US,1694714199
562,mutare,-18.9707,32.6709,288.56,75,0,1.8,ZW,1694714199
563,arno,60.1167,18.6333,285.81,75,82,1.8,SE,1694714199
564,stephenville,32.2207,-98.2023,295.59,94,100,2.06,US,1694714200
565,loushanguan,28.1375,106.82,290.42,86,2,0.65,CN,1694714200
